sm_fundcode,sm_schemecode,sm_plancode,sm_optioncode,sm_schdesc,sm_plandesc,sm_optdesc,sm_funddesc,sm_fundtype,sm_opendate,sm_closedt,sm_nature,sm_navsp,sm_loaddetails,sm_NumschCode,sm_NFOStartDt,sm_NFOEndDt,sm_NFOFaceValue,sm_AllotmentDt,sm_MinPurchase,sm_MinAddPurchase,sm_MinSip,sm_refno,sm_category,sm_plnmode,sm_isin,SMF FUNDGROUP,Asset Class,Sub Class,Fund short,AMFI Product Class,NATURE
not editable,not editable,not editable,not editable,editable,editable,editable,editable,,editable,editable,editable,,,,,,,editable,editable,editable,editable,,,,,editable,,,editable,,editable
,,,,Free text,Free text,Free text,Free text,,Date calendar,Date calendar,drop down with predefined value in the column,,,,,,,date calendar,Amount free text- numeric,Amount free text- numeric,Amount free text- numeric,,,,,Alphanumeric free text,,,Free text,,drop down with predefined value in the column
176,AB,ZD,R,SUNDARAM ARBITRAGE FUND (FORMERLY KNOWN AS PRINCIPAL ARBITRAGE FUND),IDCW DIRECT MONTHLY PLAN,REINVESTMENT,SUNDARAM ARBITRAGE FUND (FORMERLY KNOWN AS PRINCIPAL ARBITRAGE FUND) - IDCW DIRECT MONTHLY PLAN  REINVESTMENT,E,28-03-2016,11-04-2016,Open,4,Entry Load - NIL  Exit Load - If redeemed on or before 90 days from the date of allotment - 0.25%.  If redeemed after 90 days from the date of allotment - NIL / ,,,,,24-04-2016,100,100,100,176ABZDR,EQUITY,DIRECT,INF173K01NE0,SAF,DEBT,DEBT_OE,Arbitrage Fund,Arbitrage Fund,OPEN
176,AB,ZD,S,SUNDARAM ARBITRAGE FUND (FORMERLY KNOWN AS PRINCIPAL ARBITRAGE FUND),IDCW DIRECT MONTHLY PLAN,SWEEP,SUNDARAM ARBITRAGE FUND (FORMERLY KNOWN AS PRINCIPAL ARBITRAGE FUND) - IDCW DIRECT MONTHLY PLAN  SWEEP,E,28-03-2016,11-04-2016,Open,4,Entry Load - NIL  Exit Load - If redeemed on or before 30 days from the date of allotment - 0.50%. / ,,,,,21-04-2016,100,100,100,176ABZDS,EQUITY,DIRECT,INF173K01ND2,SAF,DEBT,DEBT_OE,Arbitrage Fund,Arbitrage Fund,OPEN
176,AB,ZG,G,SUNDARAM ARBITRAGE FUND (FORMERLY KNOWN AS PRINCIPAL ARBITRAGE FUND),DIRECT  PLAN,GROWTH,SUNDARAM ARBITRAGE FUND (FORMERLY KNOWN AS PRINCIPAL ARBITRAGE FUND) - DIRECT  PLAN  GROWTH,E,28-03-2016,11-04-2016,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 31, 2021-Nil - If up to 25% of the units are redeemed, withdrawn by way of SWP or transferred by way of STP within 15 days from the date of allotment. Any redemption or withdrawals / by way of SWP in excess of the above mentioned limit would be subject to an exit load of 1 % of the applicable NAV will be charged, if the units are redeemed within 365 days from t",,,,,21-04-2016,100,100,100,176ABZGG,EQUITY,DIRECT,INF173K01NF7,SAF,DEBT,DEBT_OE,Arbitrage Fund,Arbitrage Fund,OPEN
176,BC,D1,D,SUNDARAM LARGE CAP FUND (FORMERLY KNOWN AS SUNDARAM BLUECHIP FUND),DIRECT IDCW,PAYOUT,SUNDARAM LARGE CAP FUND (FORMERLY KNOWN AS SUNDARAM BLUECHIP FUND) - DIRECT IDCW  PAYOUT,EQUITY,17-09-2020,01-10-2020,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 24, 2021 Upto 25% of Units purchased/switchin/SWP/STP - NIL In excess of the above: 1% if redeemed/ SWP/STP within 365days from the date of allotment. NIL if redeemed /SWP/STP after 365 daysá / from the date of allotment",,,,,08-10-2020,100,100,100,176BCD1D,EQUITY,DIRECT,INF903JA1JD8,SBC,EQUITY,EQUITY_OE,Large Cap,Large Cap Fund,OPEN
176,BC,D1,R,SUNDARAM LARGE CAP FUND (FORMERLY KNOWN AS SUNDARAM BLUECHIP FUND),DIRECT IDCW,REINVESTMENT,SUNDARAM LARGE CAP FUND (FORMERLY KNOWN AS SUNDARAM BLUECHIP FUND) - DIRECT IDCW  REINVESTMENT,EQUITY,17-09-2020,01-10-2020,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 31, 2021-Nil - If up to 25% of the units invested are redeemed or withdrawn by way of SWP within 365 days from the date of allotment. Any redemptions or withdrawals by way of SWP in excess / of the above mentioned limit would be subject to an exit load of 1 % of the applicable NAV will be charged, if the units are redeemed within 365 days from the date of allot",,,,,08-10-2020,100,100,100,176BCD1R,EQUITY,DIRECT,INF903JA1JE6,SBC,EQUITY,EQUITY_OE,Large Cap,Large Cap Fund,OPEN
176,BC,DG,G,SUNDARAM LARGE CAP FUND (FORMERLY KNOWN AS SUNDARAM BLUECHIP FUND),DIRECT GROWTH,GROWTH,SUNDARAM LARGE CAP FUND (FORMERLY KNOWN AS SUNDARAM BLUECHIP FUND) - DIRECT GROWTH,EQUITY,17-09-2020,01-10-2020,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 24, 2021 Upto 25% of Units purchased/SWP/STP - NIL In excess of the above: 1% if redeemed/SWP/STP within 365days from the date of allotment. NIL if redeemed/ SWP/STP after 365 daysá / from the date of allotment",,,,,08-10-2020,100,100,100,176BCDGG,EQUITY,DIRECT,INF903JA1JC0,SBC,EQUITY,EQUITY_OE,Large Cap,Large Cap Fund,OPEN
176,BC,DP,D,SUNDARAM LARGE CAP FUND (FORMERLY KNOWN AS SUNDARAM BLUECHIP FUND),REGULAR IDCW,PAYOUT,SUNDARAM LARGE CAP FUND (FORMERLY KNOWN AS SUNDARAM BLUECHIP FUND) - REGULAR IDCW  PAYOUT,EQUITY,17-09-2020,01-10-2020,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 31, 2021-Nil - If up to 25% of the units invested are redeemed or withdrawn by way of SWP within 365 days from the date of allotment. Any redemptions or withdrawals by way of SWP in excess / of the above mentioned limit would be subject to an exit load of 1 % of the applicable NAV will be charged, if the units are redeemed within 365 days from the date of allot",,,,,08-10-2020,100,100,100,176BCDPD,EQUITY,REGULAR,INF903JA1JA4,SBC,EQUITY,EQUITY_OE,Large Cap,Large Cap Fund,OPEN
176,BC,DP,R,SUNDARAM LARGE CAP FUND (FORMERLY KNOWN AS SUNDARAM BLUECHIP FUND),REGULAR IDCW,REINVESTMENT,SUNDARAM LARGE CAP FUND (FORMERLY KNOWN AS SUNDARAM BLUECHIP FUND) - REGULAR IDCW  REINVESTMENT,EQUITY,17-09-2020,01-10-2020,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 24, 2021 Upto 25% of Units purchased/ SWP/STP - NIL In excess of the above: 1% if redeemed/ SWP/STP within 365days from the date of allotment. NIL if redeemed/switched out/SWP/STP after 365 daysá / from the date of allotment",,,,,08-10-2020,100,100,100,176BCDPR,EQUITY,REGULAR,INF903JA1JB2,SBC,EQUITY,EQUITY_OE,Large Cap,Large Cap Fund,OPEN
176,BC,GP,G,SUNDARAM LARGE CAP FUND (FORMERLY KNOWN AS SUNDARAM BLUECHIP FUND),REGULAR GROWTH,GROWTH,SUNDARAM LARGE CAP FUND (FORMERLY KNOWN AS SUNDARAM BLUECHIP FUND) - REGULAR GROWTH,EQUITY,17-09-2020,01-10-2020,Open,4,"Entry Load Nil, Exit Load: W.E.F Dec 31, 2021-Nil - If up to 25% of the units invested are redeemed or withdrawn by way of SWP within 365 days from the date of allotment. Any redemptions or withdrawals by way of SWP in excess / of the above mentioned limit would be subject to an exit load of 1 % of the applicable NAV will be charged, if the units are redeemed within 365 days from the date of allot",,,,,08-10-2020,100,100,100,176BCGPG,EQUITY,REGULAR,INF903JA1IZ3,SBC,EQUITY,EQUITY_OE,Large Cap,Large Cap Fund,OPEN
176,BD,B2,B,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND),DIRECT BONUS UNITS,BONUS,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND) - DIRECT BONUS UNITS,DEBT,01-01-2013,01-01-2013,OPEN,4,"Entry Load Nil,   Formerly known as SUNDARAM FLEXIBLE FUND SHORT TERM / ",,,,,01-01-2013,100000,100000,100000,176BDB2B,DEBT,DIRECT,INF903J01RI4,FSTP,DEBT,DEBT_OE,Banking & PSU,Banking and PSU Fund,OPEN
176,BD,B4,B,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND),REGULAR BONUS UNITS,BONUS,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND) - REGULAR BONUS UNITS,DEBT,20-12-2004,24-12-2004,OPEN,4,"Entry Load Nil,   Formerly known as SUNDARAM FLEXIBLE FUND SHORT TERM / ",,,,,29-12-2004,100000,100000,100000,176BDB4B,DEBT,REGULAR,INF903J01LY4,FSTP,DEBT,DEBT_OE,Banking & PSU,Banking and PSU Fund,OPEN
176,BD,DG,G,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND),DIRECT GROWTH,GROWTH,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND) - DIRECT GROWTH,DEBT,01-01-2013,01-01-2013,OPEN,4,"Entry Load Nil, Exit load: w.e.f 16-APR-13 - NIL  Formerly known as SUNDARAM FLEXIBLE FUND SHORT TERM / ",,,,,01-01-2013,5000,1000,1000,176BDDGG,DEBT,DIRECT,INF903J01PA5,FSTP,DEBT,DEBT_OE,Banking & PSU,Banking and PSU Fund,OPEN
176,BD,DM,D,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND),DIRECT MONTHLY IDCW,PAYOUT,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND) - DIRECT MONTHLY IDCW,DEBT,01-01-2013,01-01-2013,OPEN,4,"Entry Load Nil, Exit load: w.e.f 16-APR-13 - NIL  Formerly known as SUNDARAM FLEXIBLE FUND SHORT TERM / ",,,,,01-01-2013,5000,1000,1000,176BDDMD,DEBT,DIRECT,INF903J01PB3,FSTP,DEBT,DEBT_OE,Banking & PSU,Banking and PSU Fund,OPEN
176,BD,DM,R,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND),DIRECT MONTHLY IDCW,REINVESTMENT,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND) - DIRECT MONTHLY IDCW,DEBT,01-01-2013,01-01-2013,OPEN,4,"Entry Load Nil, Exit load: w.e.f 16-APR-13 - NIL  Formerly known as SUNDARAM FLEXIBLE FUND SHORT TERM / ",,,,,01-01-2013,5000,1000,1000,176BDDMR,DEBT,DIRECT,INF903J01PE7,FSTP,DEBT,DEBT_OE,Banking & PSU,Banking and PSU Fund,OPEN
176,BD,DP,D,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND),REGULAR MONTHLY IDCW,PAYOUT,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND) - REGULAR MONTHLY IDCW,DEBT,20-12-2004,24-12-2004,OPEN,4,"Entry Load Nil, Exit load: w.e.f 16-APR-13  - NIL  Formerly known as SUNDARAM FLEXIBLE FUND SHORT TERM / ",,,,,29-12-2004,5000,1000,1000,176BDDPD,DEBT,REGULAR,INF903J01IO1,FSTP,DEBT,DEBT_OE,Banking & PSU,Banking and PSU Fund,OPEN
176,BD,DP,R,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND),REGULAR MONTHLY IDCW,REINVESTMENT,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND) - REGULAR MONTHLY IDCW,DEBT,20-12-2004,24-12-2004,OPEN,4,"Entry Load Nil, Exit load: w.e.f 16-APR-13  - NIL  Formerly known as SUNDARAM FLEXIBLE FUND SHORT TERM / ",,,,,29-12-2004,5000,1000,1000,176BDDPR,DEBT,REGULAR,INF903J01IR4,FSTP,DEBT,DEBT_OE,Banking & PSU,Banking and PSU Fund,OPEN
176,BD,GP,G,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND),REGULAR GROWTH,GROWTH,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND) - REGULAR GROWTH,DEBT,20-12-2004,24-12-2004,OPEN,4,"Entry Load Nil, Exit load: w.e.f 16-APR-13 - NIL  Formerly known as SUNDARAM FLEXIBLE FUND SHORT TERM / ",,,,,29-12-2004,5000,1000,1000,176BDGPG,DEBT,REGULAR,INF903J01IN3,FSTP,DEBT,DEBT_OE,Banking & PSU,Banking and PSU Fund,OPEN
176,BD,P4,B,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND),REGULAR PRINCIPAL UNITS,BONUS,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND) - REGULAR PRINCIPAL UNITS,DEBT,20-12-2004,24-12-2004,OPEN,4,"Entry Load Nil, Exit load: w.e.f 16-APR-13 - NIL  Formerly known as SUNDARAM FLEXIBLE FUND SHORT TERM / ",,,,,29-12-2004,100000,100000,100000,176BDP4B,DEBT,REGULAR,INF903J01LY4,FSTP,DEBT,DEBT_OE,Banking & PSU,Banking and PSU Fund,OPEN
176,BD,P5,B,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND),DIRECT PRINCIPAL UNITS,BONUS,SUNDARAM BANKING & PSU FUND (FORMERLY KNOWN AS SUNDARAM BANKING & PSU DEBT FUND) - DIRECT PRINCIPAL UNITS,DEBT,20-12-2004,24-12-2004,OPEN,4,"Entry Load Nil, Exit load: w.e.f 16-APR-13 - NIL  Formerly known as SUNDARAM FLEXIBLE FUND SHORT TERM / ",,,,,29-12-2004,100000,100000,100000,176BDP5B,DEBT,DIRECT,INF903J01RI4,FSTP,DEBT,DEBT_OE,Banking & PSU,Banking and PSU Fund,OPEN
176,BU,D1,D,SUNDARAM BUSINESS CYCLE FUND,DIRECT IDCW PAYOUT,Payout,SUNDARAM BUSINESS CYCLE FUND - DIRECT IDCW PAYOUT,EQUITY,05-06-2024,19-06-2024,OPEN,4,"Entry Load Nil, Exit Load: W.E.F Jun 25, 2024 1% for redemption or withdrawal by way of SWP within 365 days from the date of allotment. NIL for redemption or withdrawal by way of SWP after 365 days from the date of allotment / ",,,,,25-06-2024,100,100,100,176BUD1D,EQUITY,DIRECT,INF903JA1LR4,BU,EQUITY,EQUITY_OE,Business Cycle,Sectoral/Thematic Funds,OPEN
176,BU,D1,R,SUNDARAM BUSINESS CYCLE FUND,DIRECT IDCW REINVESTMENT,Reinvestment,SUNDARAM BUSINESS CYCLE FUND - DIRECT IDCW REINVESTMENT,EQUITY,05-06-2024,19-06-2024,OPEN,4,"Entry Load Nil, Exit Load: W.E.F Jun 25, 2024 1% for redemption or withdrawal by way of SWP within 365 days from the date of allotment. NIL for redemption or withdrawal by way of SWP after 365 days from the date of allotment / ",,,,,25-06-2024,100,100,100,176BUD1R,EQUITY,DIRECT,INF903JA1LS2,BU,EQUITY,EQUITY_OE,Business Cycle,Sectoral/Thematic Funds,OPEN
176,BU,DG,G,SUNDARAM BUSINESS CYCLE FUND,DIRECT GROWTH,Growth,SUNDARAM BUSINESS CYCLE FUND - DIRECT GROWTH,EQUITY,05-06-2024,19-06-2024,OPEN,4,"Entry Load Nil, Exit Load: W.E.F Jun 25, 2024 1% for redemption or withdrawal by way of SWP within 365 days from the date of allotment. NIL for redemption or withdrawal by way of SWP after 365 days from the date of allotment / ",,,,,25-06-2024,100,100,100,176BUDGG,EQUITY,DIRECT,INF903JA1LQ6,BU,EQUITY,EQUITY_OE,Business Cycle,Sectoral/Thematic Funds,OPEN
176,BU,DP,D,SUNDARAM BUSINESS CYCLE FUND,REGULAR IDCW PAYOUT,Payout,SUNDARAM BUSINESS CYCLE FUND - REGULAR IDCW PAYOUT,EQUITY,05-06-2024,19-06-2024,OPEN,4,"Entry Load Nil, Exit Load: W.E.F Jun 25, 2024 1% for redemption or withdrawal by way of SWP within 365 days from the date of allotment. NIL for redemption or withdrawal by way of SWP after 365 days from the date of allotment / ",,,,,25-06-2024,100,100,100,176BUDPD,EQUITY,REGULAR,INF903JA1LO1,BU,EQUITY,EQUITY_OE,Business Cycle,Sectoral/Thematic Funds,OPEN
176,BU,DP,R,SUNDARAM BUSINESS CYCLE FUND,REGULAR IDCW REINVESTMENT,Reinvestment,SUNDARAM BUSINESS CYCLE FUND - REGULAR IDCW REINVESTMENT,EQUITY,05-06-2024,19-06-2024,OPEN,4,"Entry Load Nil, Exit Load: W.E.F Jun 25, 2024 1% for redemption or withdrawal by way of SWP within 365 days from the date of allotment. NIL for redemption or withdrawal by way of SWP after 365 days from the date of allotment / ",,,,,25-06-2024,100,100,100,176BUDPR,EQUITY,REGULAR,INF903JA1LP8,BU,EQUITY,EQUITY_OE,Business Cycle,Sectoral/Thematic Funds,OPEN
176,BU,GP,G,SUNDARAM BUSINESS CYCLE FUND,REGULAR GROWTH,Growth,SUNDARAM BUSINESS CYCLE FUND - REGULAR GROWTH,EQUITY,05-06-2024,19-06-2024,OPEN,4,"Entry Load Nil, Exit Load: W.E.F Jun 25, 2024 1% for redemption or withdrawal by way of SWP within 365 days from the date of allotment. NIL for redemption or withdrawal by way of SWP after 365 days from the date of allotment / ",,,,,25-06-2024,100,100,100,176BUGPG,EQUITY,REGULAR,INF903JA1LN3,BU,EQUITY,EQUITY_OE,Business Cycle,Sectoral/Thematic Funds,OPEN
176,CB,AD,D,SUNDARAM CORPORATE BOND FUND,REGULAR ANNUAL IDCW,PAYOUT,SUNDARAM CORPORATE BOND FUND REGULAR ANNUAL IDCW PAYOUT,DEBT,20-12-2004,24-12-2004,Open,4,ENTRY LOAD Exit Load W.E.F 10-MAY-13 NIL / ,,,,,29-12-2004,5000,1000,250,176CBADD,DEBT,REGULAR,INF903J01IA0,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,AD,R,SUNDARAM CORPORATE BOND FUND,REGULAR ANNUAL IDCW,REINVESTMENT,SUNDARAM CORPORATE BOND FUND REGULAR ANNUAL IDCW REINVESTMENT,DEBT,20-12-2004,24-12-2004,Open,4,ENTRY LOAD Exit Load W.E.F 10-MAY-13 NIL / ,,,,,29-12-2004,5000,1000,250,176CBADR,DEBT,REGULAR,INF903J01IE2,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,B1,B,SUNDARAM CORPORATE BOND FUND,REGULAR BONUS UNITS,BONUS,SUNDARAM CORPORATE BOND FUND REGULAR BONUS UNITS BONUS,DEBT,20-12-2004,24-12-2004,Open,4,"Entry Load Nil, Exit Load W.E.F 10-MAY-13 NIL / ",,,,,29-12-2004,5000,1000,1000,176CBB1B,DEBT,REGULAR,INF903J01LX6,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,B2,B,SUNDARAM CORPORATE BOND FUND,DIRECT BONUS UNITS,BONUS,SUNDARAM CORPORATE BOND FUND DIRECT BONUS UNITS BONUS,DEBT,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit Load W.E.F 10-MAY-13 NIL / ",,,,,01-01-2013,5000,1000,1000,176CBB2B,DEBT,DIRECT,INF903J01RH6,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,D1,D,SUNDARAM CORPORATE BOND FUND,DIRECT ANNUAL IDCW,PAYOUT,SUNDARAM CORPORATE BOND FUND DIRECT ANNUAL IDCW PAYOUT,DEBT,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit Load W.E.F 10-MAY-13 NIL / ",,,,,01-01-2013,5000,1000,250,176CBD1D,DEBT,DIRECT,INF903J01OX0,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,D1,R,SUNDARAM CORPORATE BOND FUND,DIRECT ANNUAL IDCW,REINVESTMENT,SUNDARAM CORPORATE BOND FUND DIRECT ANNUAL IDCW REINVESTMENT,DEBT,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit Load W.E.F 10-MAY-13 NIL / ",,,,,01-01-2013,5000,1000,250,176CBD1R,DEBT,DIRECT,INF903J01OZ5,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,DG,G,SUNDARAM CORPORATE BOND FUND,DIRECT GROWTH,GROWTH,SUNDARAM CORPORATE BOND FUND DIRECT GROWTH,DEBT,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit Load W.E.F 10-MAY-13 NIL / ",,,,,01-01-2013,5000,1000,250,176CBDGG,DEBT,DIRECT,INF903J01NR4,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,DH,D,SUNDARAM CORPORATE BOND FUND,DIRECT HALF YEARLY IDCW,PAYOUT,SUNDARAM CORPORATE BOND FUND DIRECT HALF YEARLY IDCW PAYOUT,DEBT,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit Load W.E.F 10-MAY-13 NIL / ",,,,,01-01-2013,5000,1000,250,176CBDHD,DEBT,DIRECT,INF903J01OW2,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,DH,R,SUNDARAM CORPORATE BOND FUND,DIRECT HALF YEARLY IDCW,REINVESTMENT,SUNDARAM CORPORATE BOND FUND DIRECT HALF YEARLY IDCW REINVESTMENT,DEBT,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit Load W.E.F 10-MAY-13 NIL / ",,,,,01-01-2013,5000,1000,250,176CBDHR,DEBT,DIRECT,INF903J01OY8,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,DM,D,SUNDARAM CORPORATE BOND FUND,DIRECT MONTHLY IDCW,PAYOUT,SUNDARAM CORPORATE BOND FUND DIRECT MONTHLY IDCW PAYOUT,DEBT,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit Load W.E.F 10-MAY-13 NIL / ",,,,,01-01-2013,5000,1000,250,176CBDMD,DEBT,DIRECT,INF903J01NS2,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,DM,R,SUNDARAM CORPORATE BOND FUND,DIRECT MONTHLY IDCW,REINVESTMENT,SUNDARAM CORPORATE BOND FUND DIRECT MONTHLY IDCW REINVESTMENT,DEBT,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit Load W.E.F 10-MAY-13 NIL / ",,,,,01-01-2013,5000,1000,250,176CBDMR,DEBT,DIRECT,INF903J01NT0,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,DQ,D,SUNDARAM CORPORATE BOND FUND,DIRECT QUARTERLY IDCW,PAYOUT,SUNDARAM CORPORATE BOND FUND DIRECT QUARTERLY IDCW PAYOUT,DEBT,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit Load W.E.F 10-MAY-13 NIL / ",,,,,01-01-2013,5000,1000,250,176CBDQD,DEBT,DIRECT,INF903J01NU8,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,DQ,R,SUNDARAM CORPORATE BOND FUND,DIRECT QUARTERLY IDCW,REINVESTMENT,SUNDARAM CORPORATE BOND FUND DIRECT QUARTERLY IDCW REINVESTMENT,DEBT,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, Exit Load W.E.F 10-MAY-13 NIL / ",,,,,01-01-2013,5000,1000,250,176CBDQR,DEBT,DIRECT,INF903J01NV6,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,GP,G,SUNDARAM CORPORATE BOND FUND,REGULAR GROWTH,GROWTH,SUNDARAM CORPORATE BOND FUND REGULAR GROWTH,DEBT,20-12-2004,24-12-2004,Open,4,"Entry Load Nil, Exit Load W.E.F 10-MAY-13 NIL / ",,,,,29-12-2004,5000,1000,250,176CBGPG,DEBT,REGULAR,INF903J01HW6,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,HD,D,SUNDARAM CORPORATE BOND FUND,REGULAR HALF YEARLY IDCW,PAYOUT,SUNDARAM CORPORATE BOND FUND REGULAR HALF YEARLY IDCW PAYOUT,DEBT,20-12-2004,24-12-2004,Open,4,"Entry Load Nil, Exit Load W.E.F 10-MAY-13 NIL / ",,,,,29-12-2004,5000,1000,250,176CBHDD,DEBT,REGULAR,INF903J01HZ9,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,HD,R,SUNDARAM CORPORATE BOND FUND,REGULAR HALF YEARLY IDCW,REINVESTMENT,SUNDARAM CORPORATE BOND FUND REGULAR HALF YEARLY IDCW REINVESTMENT,DEBT,20-12-2004,24-12-2004,Open,4,"Entry Load Nil, Exit Load W.E.F 10-MAY-13 NIL / ",,,,,29-12-2004,5000,1000,250,176CBHDR,DEBT,REGULAR,INF903J01ID4,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,IG,G,SUNDARAM CORPORATE BOND FUND,INSTITUTIONAL GROWTH,GROWTH,SUNDARAM CORPORATE BOND FUND INSTITUTIONAL GROWTH,DEBT,20-12-2004,24-12-2004,Open,4,"Entry Load Nil, Exit load: w.e.f 30-SEP-10  - 1% if Redeemed within 6 months from the date of allotment. / ",,,,,29-12-2004,5000,1000,1000,176CBIGG,DEBT,REGULAR,INF903J01IF9,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,IM,D,SUNDARAM CORPORATE BOND FUND,INSTITUTIONAL MONTHLY IDCW,PAYOUT,SUNDARAM CORPORATE BOND FUND INSTITUTIONAL MONTHLY IDCW PAYOUT,DEBT,20-12-2004,24-12-2004,Open,4,"Entry Load Nil, Exit load: w.e.f 30-SEP-10  - 1% if Redeemed within 6 months from the date of allotment. / ",,,,,29-12-2004,5000,1000,1000,176CBIMD,DEBT,REGULAR,INF903J01IG7,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,IM,R,SUNDARAM CORPORATE BOND FUND,INSTITUTIONAL MONTHLY IDCW,REINVESTMENT,SUNDARAM CORPORATE BOND FUND INSTITUTIONAL MONTHLY IDCW REINVESTMENT,DEBT,20-12-2004,24-12-2004,Open,4,"Entry Load Nil, Exit load: w.e.f 30-SEP-10  - 1% if Redeemed within 6 months from the date of allotment. / ",,,,,29-12-2004,5000,1000,1000,176CBIMR,DEBT,REGULAR,INF903J01II3,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
176,CB,IQ,D,SUNDARAM CORPORATE BOND FUND,INSTITUTIONAL QUARTERLY IDCW,PAYOUT,SUNDARAM CORPORATE BOND FUND INSTITUTIONAL QUARTERLY IDCW PAYOUT,DEBT,20-12-2004,24-12-2004,Open,4,"Entry Load Nil, Exit load: w.e.f 30-SEP-10  - 1% if Redeemed within 6 months from the date of allotment. / ",,,,,29-12-2004,5000,1000,1000,176CBIQD,DEBT,REGULAR,INF903J01IH5,FIP,DEBT,DEBT_OE,Corp Bond Fund,Corporate Bond Fund,OPEN
